GameRound,ground,Hands,Backhands,Season,Ages,prize,Rank,Sets
Round of 32,Clay,Right,Two,Summer,2,25000,160,2
Round of 16,Clay,Right,Two,Summer,4,25000,83,3
Round of 32,Clay,Right,Two,Summer,1,25000,128,3
Round of 32,Clay,Right,Two,Summer,1,25000,351,3
Round of 16,Clay,Right - Left,Two,Summer,3,25000,36,2
Round of 32,Clay,Right - Left,Two,Summer,3,25000,15,2
Quarter-Finals,Clay,Right,One,Summer,11,25000,21,2
Round of 32,Clay,Right,Two,Summer,1,25000,2,2
Finals,Clay,Right,Two,Summer,0,25000,138,2
Quarter-Finals,Clay,Right,One,Summer,3,25000,25,3
Round of 16,Clay,Right,Two,Summer,3,25000,68,2
Semi-Finals,Clay,Right,Two,Summer,11,25000,73,2
Round of 16,Clay,Right,One,Summer,4,25000,147,3
Round of 32,Clay,Right,One,Summer,2,25000,435,2
Round of 32,Clay,Right,Two,Summer,2,25000,16,2
Round of 32,Clay,Right,Two,Summer,0,25000,212,3
Round of 32,Clay,Right,One,Summer,4,10000,435,2
Round of 16,Clay,Right - Left,One - Two,Summer,1,10000,435,2
Round of 16,Clay,Right - Left,One - Two,Summer,2,10000,435,2
Quarter-Finals,Clay,Right - Left,One,Summer,5,10000,435,3
Round of 16,Clay,Right,One,Summer,8,10000,261,3
Round of 32,Clay,Right,One,Summer,6,10000,435,2
Quarter-Finals,Clay,Right - Left,Two,Summer,5,10000,213,3
Semi-Finals,Clay,Right - Left,Two,Summer,2,10000,195,2
Round of 16,Clay,Right,Two,Summer,4,10000,435,2
Finals,Clay,Right,One - Two,Summer,7,10000,143,2
Round of 32,Clay,Right,One,Summer,10,64000,33,2
Round of 16,Clay,Right,Two,Summer,6,64000,435,2
Round of 32,Clay,Right - Left,Two,Summer,5,64000,172,2
Semi-Finals,Clay,Right,One - Two,Summer,2,64000,27,2
Round of 32,Clay,Right,One - Two,Summer,10,64000,19,2
Round of 16,Clay,Right,Two,Summer,4,64000,72,3
Round of 32,Clay,Right,Two,Summer,2,64000,25,2
Round of 32,Clay,Right,One,Summer,5,64000,333,2
Round of 16,Clay,Right,Two,Summer,2,64000,97,2
Round of 32,Clay,Right - Left,Two,Summer,10,64000,10,2
Round of 32,Clay,Right - Left,Two,Summer,3,64000,21,2
Round of 32,Clay,Right,Two,Summer,2,64000,52,3
Round of 32,Clay,Right,Two,Summer,7,64000,43,3
Round of 32,Clay,Right,One - Two,Summer,7,64000,68,2
Round of 16,Clay,Right,One,Summer,2,64000,94,3
Quarter-Finals,Clay,Right,One,Summer,2,64000,127,2
Round of 16,Clay,Right,One - Two,Summer,0,64000,114,3
Round of 32,Clay,Right,One,Summer,2,64000,135,3
Quarter-Finals,Clay,Right,Two,Summer,2,64000,131,2
Round of 16,Clay,Right,One,Summer,1,100000,64,2
Round of 32,Clay,Right,One,Summer,7,100000,5,2
Quarter-Finals,Clay,Right,Two,Summer,0,100000,35,3
Round of 16,Clay,Right - Left,Two,Summer,2,100000,33,2
Semi-Finals,Clay,Right,Two,Summer,4,100000,5,2
Round of 32,Clay,Right,Two,Summer,5,100000,65,2
Quarter-Finals,Clay,Right,One,Summer,9,100000,126,3
Finals,Clay,Right,Two,Summer,6,100000,66,2
Semi-Finals,Clay,Right,One,Summer,9,100000,30,2
Round of 32,Clay,Right,Two,Summer,0,100000,268,2
Round of 32,Clay,Right,Two,Summer,4,100000,122,2
Round of 16,Clay,Right,Two,Summer,2,100000,435,2
Round of 16,Clay,Right,One,Summer,8,100000,219,2
Quarter-Finals,Clay,Right,One,Summer,1,100000,102,3
Round of 32,Clay,Right - Left,One,Summer,0,100000,61,2
Round of 32,Clay,Right,Two,Summer,2,100000,160,2
Round of 32,Clay,Right,Two,Summer,1,100000,87,2
Round of 16,Clay,Right,Two,Summer,7,100000,98,2
Round of 16,Clay,Right,Two,Summer,5,100000,226,2
Round of 32,Clay,Right,Two,Summer,0,100000,242,2
Quarter-Finals,Clay,Right,Two,Summer,5,100000,34,3
Round of 32,Clay,Right,Two,Summer,0,100000,234,2
Round of 32,Clay,Left,Two,Summer,4,10000,122,3
Round of 32,Clay,Right,Two,Summer,12,10000,435,2
Round of 16,Clay,Right,One,Summer,7,10000,208,2
Round of 16,Clay,Right,Two,Summer,7,10000,435,2
Round of 16,Clay,Right - Left,Two,Summer,8,10000,67,3
Round of 32,Clay,Right,Two,Summer,1,10000,105,2
Round of 16,Clay,Right - Left,Two,Summer,2,10000,242,2
Semi-Finals,Clay,Right,Two,Summer,2,10000,435,3
Round of 32,Clay,Right,Two,Summer,2,10000,435,2
Round of 32,Clay,Right - Left,Two,Summer,6,10000,435,2
Round of 32,Clay,Right,Two,Summer,5,10000,160,2
Round of 16,Hard,Right - Left,Two,Summer,1,25000,327,3
Round of 32,Hard,Right - Left,Two,Summer,4,25000,106,3
Round of 32,Hard,Right,One,Summer,5,25000,24,2
Round of 32,Hard,Right - Left,One,Summer,1,25000,50,2
Round of 32,Hard,Right - Left,Two,Summer,3,25000,435,2
Quarter-Finals,Hard,Right - Left,Two,Summer,2,25000,29,3
Round of 16,Hard,Right,One - Two,Summer,2,25000,19,3
Round of 16,Hard,Right - Left,Two,Summer,2,25000,105,3
Round of 32,Hard,Right - Left,Two,Summer,5,25000,68,3
Round of 32,Hard,Right,Two,Summer,1,25000,307,2
Semi-Finals,Hard,Right,Two,Summer,2,25000,90,2
Semi-Finals,Hard,Right,One - Two,Summer,3,25000,67,3
Round of 32,Hard,Right,One,Summer,5,25000,92,2
Quarter-Finals,Hard,Right - Left,One,Summer,12,25000,381,3
Round of 16,Hard,Right - Left,Two,Summer,1,25000,113,2
Round of 16,Carpet,Right,Two,Winter,0,10000,122,2
Round of 16,Clay,Right,One,Summer,5,15000,435,2
Round of 16,Clay,Right - Left,One,Summer,2,15000,435,3
Semi-Finals,Clay,Right - Left,Two,Summer,0,15000,13,3
Quarter-Finals,Clay,Right - Left,One - Two,Summer,5,15000,238,2
Round of 32,Clay,Right,One,Summer,2,15000,384,2
Round of 32,Clay,Right,Two,Summer,5,10000,435,3
Round of 16,Clay,Right,One - Two,Summer,5,10000,435,2
Round of 32,Hard,Right,Two,Autumn,5,2198250,14,2
1st Round Qualifying,Hard,Right,One - Two,Autumn,1,2198250,134,2
Round of 16,Hard,Right,Two,Autumn,3,2198250,10,3
1st Round Qualifying,Hard,Right - Left,Two,Autumn,7,2198250,45,2
1st Round Qualifying,Hard,Right,Two,Autumn,5,2198250,80,3
2nd Round Qualifying,Hard,Right,One - Two,Autumn,6,2198250,88,3
Round of 32,Hard,Right - Left,One,Autumn,5,2198250,127,2
Round of 16,Hard,Right,One,Autumn,6,2198250,49,2
Round of 32,Hard,Right,Two,Autumn,5,2198250,36,2
Round of 16,Hard,Right - Left,Two,Autumn,11,2198250,16,3
Round of 16,Hard,Right,Two,Autumn,1,2198250,24,2
Round of 32,Hard,Right,Two,Autumn,4,2198250,4,3
Round of 32,Hard,Right - Left,Two,Autumn,10,2198250,76,3
Round of 32,Hard,Right - Left,Two,Autumn,10,2198250,404,2
Round of 32,Hard,Right,Two,Autumn,3,2198250,118,2
Quarter-Finals,Hard,Right,One - Two,Autumn,3,2198250,4,2
Round of 16,Hard,Right,Two,Autumn,6,2198250,8,2
Semi-Finals,Hard,Right,Two,Autumn,2,2198250,60,2
Semi-Finals,Hard,Right - Left,Two,Autumn,2,2198250,22,3
Finals,Hard,Right,Two,Autumn,4,2198250,3,2
Round of 32,Hard,Right,Two,Autumn,6,2198250,16,3
Round of 32,Hard,Right,One - Two,Autumn,11,2198250,11,3
Round of 16,Hard,Right,Two,Autumn,5,2198250,25,3
2nd Round Qualifying,Hard,Right,Two,Autumn,9,2198250,5,2
Round of 16,Hard,Right,Two,Autumn,9,2198250,5,2
Round of 32,Hard,Right,One - Two,Autumn,3,2198250,61,3
Quarter-Finals,Hard,Right,Two,Autumn,4,2198250,31,3
2nd Round Qualifying,Hard,Left,Two,Autumn,2,2198250,69,2
1st Round Qualifying,Hard,Right - Left,Two,Autumn,8,2198250,56,3
1st Round Qualifying,Hard,Right - Left,One,Autumn,4,2198250,50,3
Round of 32,Clay,Right - Left,One,Summer,2,400000,68,2
Round of 16,Clay,Right,One,Summer,0,400000,37,2
Quarter-Finals,Clay,Right,One,Summer,2,400000,3,2
Semi-Finals,Clay,Right,One,Summer,7,400000,14,2
Round of 32,Clay,Right,One,Summer,4,400000,146,2
Round of 32,Clay,Right,One,Summer,5,400000,161,3
Round of 16,Clay,Right,One,Summer,5,400000,65,2
Round of 64,Clay,Right,Two,Summer,3,400000,78,2
Round of 16,Clay,Right,Two,Summer,3,400000,136,2
Round of 32,Clay,Right,One,Summer,8,400000,135,2
Round of 64,Clay,Right - Left,Two,Summer,0,400000,92,3
Round of 64,Clay,Right,Two,Summer,3,400000,41,2
Round of 32,Clay,Right,Two,Summer,3,400000,68,3
Round of 16,Clay,Right - Left,Two,Summer,3,400000,13,3
Quarter-Finals,Clay,Right,Two,Summer,3,400000,69,2
Round of 64,Clay,Right,Two,Summer,3,400000,58,3
Round of 32,Clay,Right,Two,Summer,7,400000,87,2
Round of 64,Clay,Right,Two,Summer,3,400000,137,3
Round of 64,Clay,Right,Two,Summer,2,400000,221,3
Round of 64,Clay,Right,Two,Summer,5,400000,286,2
Quarter-Finals,Clay,Right,One,Summer,4,400000,7,2
Round of 32,Clay,Right,Two,Summer,4,400000,113,3
Round of 16,Clay,Right,Two,Summer,4,400000,30,3
Round of 32,Clay,Right,Two,Summer,8,400000,112,2
Round of 64,Clay,Right - Left,Two,Summer,3,400000,25,3
Round of 32,Clay,Right,Two,Summer,4,400000,59,2
Round of 64,Clay,Right - Left,One,Summer,5,400000,12,2
Round of 16,Clay,Right,Two,Summer,5,400000,7,2
Round of 32,Clay,Right - Left,Two,Summer,3,400000,107,3
Round of 64,Clay,Right,Two,Summer,2,400000,105,2
Round of 32,Clay,Right,Two,Summer,6,400000,18,2
Round of 16,Clay,Right,Two,Summer,0,400000,100,2
Round of 64,Clay,Right - Left,Two,Summer,0,400000,390,3
Round of 64,Clay,Right,Two,Summer,2,400000,55,2
Round of 16,Clay,Right - Left,One,Summer,2,400000,82,2
Semi-Finals,Clay,Right - Left,One,Summer,1,400000,23,3
Quarter-Finals,Clay,Right - Left,One,Summer,4,400000,141,2
Round of 32,Clay,Right - Left,One,Summer,3,400000,135,2
Round of 64,Clay,Right,Two,Summer,2,400000,1,2
Round of 32,Clay,Right - Left,Two,Summer,2,10000,435,2
Finals,Clay,Right - Left,Two,Summer,10,10000,147,2
Round of 16,Clay,Right - Left,Two,Summer,12,10000,435,2
Round of 32,Clay,Right - Left,Two,Summer,0,15000,201,3
Round of 16,Clay,Right - Left,Two,Summer,1,15000,247,2
Round of 16,Clay,Right,Two,Summer,11,15000,182,3
Round of 32,Clay,Right,Two,Summer,1,15000,325,2
Quarter-Finals,Clay,Right,One,Summer,0,15000,236,2
Round of 16,Clay,Right,One,Summer,3,15000,242,2
Round of 32,Clay,Right,One,Summer,7,15000,398,3
Round of 16,Clay,Right,Two,Summer,7,15000,310,2
Round of 32,Clay,Right,Two,Summer,3,15000,195,3
Quarter-Finals,Clay,Left,Two,Summer,2,15000,213,2
Round of 32,Clay,Left,Two,Summer,3,15000,435,2
Round of 16,Carpet,Right - Left,Two,Winter,1,25000,80,3
Quarter-Finals,Carpet,Right - Left,Two,Winter,3,25000,11,2
Quarter-Finals,Carpet,Right,Two,Winter,5,25000,16,2
Round of 32,Carpet,Right,Two,Winter,0,25000,51,2
Semi-Finals,Carpet,Right,Two,Winter,3,25000,140,3
Round of 32,Hard,Right,One,Autumn,4,658000,14,3
Round of 32,Hard,Right,Two,Autumn,1,658000,46,3
Round of 32,Hard,Right,Two,Autumn,2,658000,125,2
Round of 16,Hard,Right - Left,Two,Autumn,5,658000,86,2
Round of 16,Hard,Right,One - Two,Autumn,8,658000,21,2
Round of 32,Hard,Right,One - Two,Autumn,6,658000,44,2
Quarter-Finals,Hard,Right,Two,Autumn,7,658000,86,2
Round of 32,Hard,Right - Left,One,Autumn,5,658000,25,3
Round of 16,Hard,Right - Left,One,Autumn,6,658000,73,2
Semi-Finals,Hard,Right - Left,One,Autumn,9,658000,66,2
Quarter-Finals,Hard,Right - Left,One,Autumn,5,658000,10,2
Round of 32,Hard,Right,Two,Autumn,4,658000,14,2
Quarter-Finals,Hard,Right,Two,Autumn,4,658000,16,3
Round of 32,Hard,Right - Left,Two,Autumn,4,658000,229,2
Round of 16,Hard,Right,One - Two,Autumn,3,658000,14,2
Round of 32,Hard,Right,Two,Autumn,5,658000,103,3
Round of 16,Hard,Right,Two,Autumn,1,658000,202,2
Round of 32,Hard,Right,One,Autumn,4,658000,27,2
Round of 32,Hard,Right - Left,Two,Autumn,5,658000,14,3
Round of 16,Hard,Right,One - Two,Autumn,4,658000,20,3
Round of 32,Hard,Right,Two,Autumn,4,658000,107,2
Round of 16,Hard,Right,One - Two,Autumn,3,658000,32,2
Round of 32,Hard,Right,Two,Autumn,1,658000,20,3
Round of 32,Hard,Right - Left,One,Autumn,1,658000,31,2
Round of 32,Hard,Right,One,Autumn,1,658000,435,2
Quarter-Finals,Carpet,Right,Two,Spring,0,10000,273,2
Round of 32,Carpet,Right,Two,Spring,2,10000,435,2
Round of 16,Carpet,Right,Two,Spring,3,10000,228,2
Quarter-Finals,Carpet,Right,Two,Spring,2,10000,158,2
Round of 32,Carpet,Right,Two,Spring,1,10000,36,2
Round of 32,Carpet,Right,Two,Spring,3,10000,55,2
Round of 32,Carpet,Right - Left,Two,Spring,2,10000,435,3
Round of 32,Clay,Right - Left,Two,Summer,12,25000,66,2
Round of 32,Clay,Right,Two,Summer,1,25000,19,2
Round of 16,Clay,Left,Two,Summer,1,25000,341,3
Round of 32,Clay,Right - Left,Two,Summer,9,25000,52,2
Round of 16,Clay,Right,Two,Summer,3,25000,285,2
Round of 32,Clay,Right - Left,Two,Summer,2,25000,40,3
Round of 32,Clay,Right,Two,Summer,1,25000,40,2
Round of 32,Clay,Right,Two,Summer,3,25000,40,2
Round of 16,Clay,Right,Two,Summer,2,25000,118,3
Quarter-Finals,Clay,Right - Left,Two,Summer,1,25000,24,2
Round of 32,Clay,Right - Left,Two,Summer,5,25000,115,2
Round of 16,Clay,Right - Left,Two,Summer,6,25000,72,2
Finals,Clay,Right - Left,Two,Summer,0,25000,29,2
Round of 16,Carpet,Right,One - Two,Winter,5,10000,435,2
Round of 32,Carpet,Right - Left,Two,Winter,2,10000,435,2
Round of 32,Carpet,Right - Left,Two,Winter,10,10000,435,2
Round of 16,Hard,Right,Two,Autumn,12,2035415,69,2
Round of 32,Hard,Right,Two,Autumn,2,2035415,95,2
1st Round Qualifying,Hard,Right,Two,Autumn,9,2035415,199,2
2nd Round Qualifying,Hard,Right,Two,Autumn,4,2035415,212,3
Round of 32,Hard,Right,Two,Autumn,4,2035415,212,2
Round of 32,Hard,Right,One,Autumn,4,2035415,29,2
Round of 32,Hard,Right,Two,Autumn,3,2035415,129,2
1st Round Qualifying,Hard,Right - Left,Two,Autumn,6,2035415,125,3
2nd Round Qualifying,Hard,Right - Left,Two,Autumn,2,2035415,60,2
Round of 16,Hard,Right,Two,Autumn,2,2035415,221,3
Semi-Finals,Hard,Right,Two,Autumn,1,2035415,38,3
Quarter-Finals,Hard,Right,One - Two,Autumn,8,2035415,7,2
Round of 32,Hard,Right,Two,Autumn,2,2035415,112,2
1st Round Qualifying,Hard,Right,One - Two,Autumn,4,2035415,36,2
Round of 32,Hard,Right - Left,Two,Autumn,1,2035415,53,2
Round of 32,Hard,Right,One,Autumn,2,2035415,21,2
Round of 16,Hard,Right,One,Autumn,7,2035415,26,3
Round of 32,Hard,Right - Left,One,Autumn,5,2035415,1,2
1st Round Qualifying,Hard,Right,One,Autumn,6,2035415,45,2
1st Round Qualifying,Hard,Right,One,Autumn,5,2035415,112,2
1st Round Qualifying,Clay,Right,One,Summer,4,550000,206,2
Round of 16,Clay,Right - Left,Two,Summer,0,550000,29,2
Round of 32,Clay,Right - Left,Two,Summer,0,550000,22,2
Round of 32,Clay,Right,One,Summer,7,550000,124,2
1st Round Qualifying,Clay,Right,One,Summer,4,550000,63,2
2nd Round Qualifying,Clay,Right,One,Summer,2,550000,84,2
Round of 32,Clay,Right,One,Summer,2,550000,261,2
Round of 16,Clay,Right,One - Two,Summer,2,550000,193,2
Round of 32,Clay,Right - Left,One - Two,Summer,6,550000,33,2
Round of 32,Clay,Right,One,Summer,3,550000,12,3
Round of 32,Clay,Right,Two,Summer,1,550000,27,2
1st Round Qualifying,Clay,Right,Two,Summer,9,550000,435,2
2nd Round Qualifying,Clay,Right,Two,Summer,1,550000,41,3
Round of 32,Clay,Right,Two,Summer,3,550000,170,2
Finals,Clay,Right - Left,Two,Summer,8,550000,22,2
Quarter-Finals,Clay,Right - Left,Two,Summer,9,550000,36,2
Round of 16,Clay,Right,Two,Summer,10,550000,59,2
Round of 16,Clay,Right - Left,One - Two,Summer,6,550000,79,2
Round of 32,Clay,Right - Left,One - Two,Summer,0,550000,18,2
Semi-Finals,Clay,Right - Left,Two,Summer,0,550000,5,3
Quarter-Finals,Clay,Right - Left,Two,Summer,5,550000,27,3
Round of 32,Clay,Right - Left,One,Summer,5,550000,58,2
1st Round Qualifying,Clay,Right,Two,Summer,9,550000,259,3
Round of 16,Clay,Right - Left,One - Two,Summer,0,550000,82,2
Round of 32,Clay,Right - Left,Two,Summer,7,550000,93,2
2nd Round Qualifying,Clay,Right,One,Summer,5,550000,23,2
1st Round Qualifying,Clay,Right,One,Summer,2,550000,183,2
Round of 16,Clay,Right,Two,Summer,3,550000,76,2
Quarter-Finals,Clay,Right,Two,Summer,5,550000,3,2
Round of 32,Clay,Right,Two,Summer,7,550000,100,2
Round of 32,Clay,Right - Left,Two,Summer,10,550000,74,3
Round of 16,Clay,Right,Two,Summer,3,550000,86,3
1st Round Qualifying,Clay,Right,Two,Summer,5,550000,76,2
Round of 32,Clay,Right,Two,Summer,8,550000,143,2
Quarter-Finals,Clay,Right - Left,One,Summer,2,550000,52,2
Round of 32,Clay,Right,One,Summer,4,550000,47,3
Round of 32,Clay,Right,One,Summer,2,700000,36,3
Round of 64,Clay,Right,One,Summer,3,700000,18,2
Quarter-Finals,Clay,Right,One,Summer,2,700000,17,3
Round of 64,Clay,Right,One,Summer,4,700000,142,2
Round of 32,Clay,Right,One,Summer,3,700000,77,2
Round of 16,Clay,Right,One,Summer,6,700000,27,2
Round of 64,Clay,Right,One,Summer,2,700000,48,2
Round of 64,Clay,Right,One,Summer,6,700000,222,2
Round of 16,Clay,Right,One,Summer,1,700000,1,3
Semi-Finals,Clay,Right,One,Summer,3,700000,76,3
Round of 32,Clay,Right,One,Summer,7,700000,125,2
Round of 16,Clay,Right,One,Summer,5,700000,67,2
Quarter-Finals,Clay,Right,One,Summer,4,700000,38,2
Round of 32,Clay,Right - Left,Two,Summer,6,700000,15,2
Round of 64,Clay,Right,Two,Summer,7,700000,339,2
Round of 64,Clay,Right,Two,Summer,2,700000,15,2
Round of 16,Clay,Right,One,Summer,2,700000,58,2
Semi-Finals,Clay,Right - Left,Two,Summer,4,700000,99,2
Round of 32,Clay,Right,Two,Summer,0,700000,20,2
Quarter-Finals,Clay,Right,Two,Summer,4,700000,139,3
Round of 32,Clay,Right,One,Summer,3,700000,229,3
Round of 64,Clay,Right,Two,Summer,2,700000,71,2
Round of 64,Clay,Right,One,Summer,3,700000,57,3
Round of 64,Clay,Right - Left,Two,Summer,5,700000,12,2
Round of 16,Clay,Right - Left,One,Summer,6,700000,33,3
Round of 32,Clay,Right - Left,One,Summer,4,700000,60,2
Round of 64,Clay,Right,Two,Summer,5,700000,7,2
Round of 32,Clay,Right,One,Summer,3,700000,14,2
Round of 32,Clay,Right,One,Summer,5,700000,79,2
Round of 16,Clay,Right,One,Summer,2,700000,217,2
Round of 64,Clay,Right,Two,Summer,6,700000,365,2
Round of 16,Clay,Right,Two,Summer,2,700000,70,2
Round of 32,Clay,Right,Two,Summer,2,700000,94,2
Round of 32,Clay,Right,Two,Summer,6,700000,18,2
Round of 32,Clay,Right,Two,Summer,3,700000,127,3
Round of 64,Clay,Right - Left,Two,Summer,8,700000,248,3
Round of 32,Clay,Right - Left,Two,Summer,0,700000,43,2
Round of 32,Clay,Right,Two,Summer,2,700000,92,3
Round of 16,Clay,Right,Two,Summer,1,700000,78,3
Round of 32,Clay,Right,One,Summer,2,337500,114,2
Round of 32,Clay,Right - Left,Two,Summer,4,337500,435,3
Round of 64,Clay,Right,Two,Summer,1,337500,40,2
Round of 64,Clay,Right - Left,Two,Summer,2,337500,50,2
Round of 32,Clay,Right,Two,Summer,1,337500,271,2
Round of 16,Clay,Right,Two,Summer,0,337500,308,3
Round of 64,Clay,Right,Two,Summer,6,337500,34,3
Quarter-Finals,Clay,Left,Two,Summer,1,337500,178,2
Round of 32,Clay,Right - Left,Two,Summer,3,337500,33,3
Round of 64,Clay,Right - Left,Two,Summer,5,337500,402,2
Round of 64,Clay,Right,Two,Summer,10,337500,20,2
Round of 16,Clay,Right,Two,Summer,1,337500,37,2
Round of 32,Clay,Right - Left,Two,Summer,0,337500,63,2
Round of 32,Clay,Right,Two,Summer,0,337500,55,2
Round of 64,Clay,Right,Two,Summer,5,337500,12,3
Semi-Finals,Clay,Right - Left,Two,Summer,4,337500,42,3
Quarter-Finals,Clay,Right,Two,Summer,4,337500,14,3
Round of 32,Clay,Right - Left,Two,Summer,2,337500,139,2
Round of 16,Clay,Right,Two,Summer,0,337500,52,2
Round of 64,Clay,Right - Left,Two,Summer,2,337500,30,3
Round of 32,Clay,Right - Left,Two,Summer,3,337500,96,2
Semi-Finals,Clay,Right,Two,Summer,2,337500,35,2
Quarter-Finals,Clay,Right,Two,Summer,0,337500,46,3
Round of 16,Clay,Right - Left,One,Summer,1,337500,48,3
Round of 32,Clay,Right,Two,Summer,0,337500,86,2
Round of 32,Clay,Right - Left,Two,Summer,2,337500,156,3
Round of 16,Clay,Right - Left,Two,Summer,1,337500,223,3
Round of 16,Clay,Right,Two,Summer,2,337500,4,2
Quarter-Finals,Clay,Right,Two,Summer,0,337500,32,3
Round of 32,Clay,Right,Two,Summer,0,337500,48,3
Round of 64,Clay,Right,Two,Summer,4,337500,403,2
Round of 64,Clay,Right,Two,Summer,5,337500,182,2
Round of 32,Clay,Right,Two,Summer,4,337500,252,2
Round of 64,Clay,Right - Left,Two,Summer,1,337500,16,2
Round of 32,Clay,Right,Two,Summer,3,337500,83,3
Round of 64,Clay,Right,Two,Summer,1,337500,47,3
Round of 16,Clay,Right,Two,Summer,2,337500,27,2
Round of 32,Clay,Right - Left,Two,Summer,4,337500,189,3
Round of 64,Clay,Right - Left,Two,Summer,3,337500,120,3
Round of 32,Clay,Right - Left,One,Summer,4,337500,94,2
Round of 16,Hard,Right,One,Autumn,4,42500,38,3
Round of 32,Hard,Right,One,Autumn,6,42500,104,3
Quarter-Finals,Hard,Right,One,Autumn,1,42500,122,3
Round of 16,Hard,Right,One,Autumn,3,42500,157,2
2nd Round Qualifying,Hard,Right,Two,Autumn,9,42500,409,2
3rd Round Qualifying,Hard,Right,Two,Autumn,9,42500,336,2
Quarter-Finals,Hard,Right,One - Two,Autumn,0,42500,44,2
Round of 32,Hard,Right,Two,Autumn,3,42500,18,2
Finals,Hard,Right,Two,Autumn,9,42500,36,3
Round of 16,Hard,Right,Two,Autumn,6,42500,43,3
Round of 16,Hard,Right - Left,Two,Autumn,10,42500,293,2
Round of 32,Hard,Right - Left,One - Two,Autumn,8,42500,399,3
1st Round Qualifying,Hard,Right,One,Autumn,12,42500,435,2
Semi-Finals,Hard,Right,One - Two,Autumn,11,42500,80,2
Round of 32,Hard,Right,Two,Autumn,8,42500,131,2
Quarter-Finals,Hard,Right,Two,Autumn,8,42500,47,3
Round of 16,Hard,Right,One - Two,Autumn,4,42500,68,3
Round of 32,Hard,Right,One,Autumn,1,42500,135,2
Quarter-Finals,Hard,Right - Left,Two,Autumn,1,42500,31,3
Round of 32,Hard,Right,Two,Autumn,6,42500,101,2
Round of 16,Hard,Right,One - Two,Autumn,4,42500,248,2
2nd Round Qualifying,Hard,Right,Two,Autumn,2,42500,69,2
1st Round Qualifying,Hard,Right,One,Autumn,4,42500,224,2
Round of 32,Hard,Right,One - Two,Autumn,3,42500,67,2
Round of 32,Hard,Right - Left,Two,Autumn,6,42500,85,2
Round of 32,Hard,Left,Two,Autumn,1,42500,142,3
1st Round Qualifying,Hard,Right,Two,Autumn,6,42500,251,2
Round of 32,Hard,Right,One,Autumn,0,42500,73,3
1st Round Qualifying,Hard,Right,One - Two,Autumn,4,42500,413,2
3rd Round Qualifying,Hard,Right - Left,One - Two,Autumn,1,42500,141,2
3rd Round Qualifying,Hard,Right,Two,Autumn,12,42500,329,2
Quarter-Finals,Hard,Right,Two,Autumn,5,125000,6,3
Round of 32,Hard,Right,Two,Autumn,1,125000,27,2
Semi-Finals,Hard,Right - Left,One,Autumn,1,125000,46,3
